LSOA_2011_Code,LSOA_2011,LA Name,2012,2013,2014,2015,2016,2017
E01001408,Enfield 004A,Enfield,9.2,8.8,9.8,6.3,7.8,14.5
E01001409,Enfield 005B,Enfield,7.8,8,12,8.0,9.1,17.3
E01001410,Enfield 005C,Enfield,7.6,8.9,10.2,8.5,10.7,19.8
E01001411,Enfield 004B,Enfield,9.8,7.6,6.5,7.8,9.3,14.4
E01001412,Enfield 004C,Enfield,12.1,7.2,7,7.0,8.6,13.7
E01001413,Enfield 004D,Enfield,9,11.7,10.8,10.2,13.4,13.6
E01001414,Enfield 004E,Enfield,8.5,7.2,7.9,6.9,8.1,10.1
E01001415,Enfield 011A,Enfield,8.4,11.7,11.5,10.9,14.7,13.7
E01001416,Enfield 013A,Enfield,10.2,9.4,8.4,8.0,10.3,15.6
E01001417,Enfield 011B,Enfield,10,10,10.2,7.6,11,14.2
E01001418,Enfield 011C,Enfield,9.7,9.2,8.5,9.0,11.5,11.6
E01001419,Enfield 020A,Enfield,9.4,12,11.4,9.5,13.3,12.2
E01001420,Enfield 020B,Enfield,11.7,15.9,16,10.6,15,13
E01001421,Enfield 020C,Enfield,9.7,11.7,10.8,10.4,13,10.8
E01001422,Enfield 011D,Enfield,8.6,13.1,11.4,10.3,14.6,14.1
E01001423,Enfield 027A,Enfield,13.5,12.2,11.1,10.7,14.9,15.1
E01001424,Enfield 030A,Enfield,6.1,11.8,10,9.2,13.6,14.1
E01001425,Enfield 027B,Enfield,14.7,7.1,8.5,7.3,8.6,12
E01001426,Enfield 030B,Enfield,11.9,9.5,11.8,9.2,9.1,9.4
E01001427,Enfield 030C,Enfield,11.6,5.9,7.4,6.7,7.2,10.1
E01001428,Enfield 027C,Enfield,12.7,7.5,8.6,5.4,6.2,11.1
E01001429,Enfield 030D,Enfield,11.3,7.4,8.4,7.7,8.9,9.5
E01001430,Enfield 030E,Enfield,9.6,8.4,9.1,6.2,7.6,10.3
E01001431,Enfield 033A,Enfield,10.4,9.3,10.2,7.2,8.4,8.1
E01001432,Enfield 033B,Enfield,15.1,9.2,9.2,5.9,7.7,11.2
E01001433,Enfield 007A,Enfield,11.3,9,9,6.7,8.8,5.6
E01001434,Enfield 007B,Enfield,13.1,3.8,4.2,4.9,5.3,13.1
E01001435,Enfield 007C,Enfield,12.5,6.9,7.4,6.4,7.3,15.1
E01001436,Enfield 007D,Enfield,12.4,5.2,5.5,6.0,6.7,17.8
E01001437,Enfield 014A,Enfield,8.7,6.6,8,7.8,8.1,15.5
E01001438,Enfield 007E,Enfield,11.1,3.9,4.7,4.7,5.6,15.4
E01001439,Enfield 006A,Enfield,14.3,7.1,8.8,7.3,8.5,15.9
E01001440,Enfield 012A,Enfield,11.1,7,8.3,4.2,9.7,22.4
E01001441,Enfield 006B,Enfield,14.3,9.6,9.9,7.6,9.1,14.4
E01001442,Enfield 002A,Enfield,12.1,5.8,7.7,4.4,9.4,16.9
E01001444,Enfield 001A,Enfield,10.4,10.8,10.7,9.7,12.4,17.4
E01001445,Enfield 003B,Enfield,10.2,14.6,13.4,10.9,14.7,10
E01001446,Enfield 001B,Enfield,12,15.1,13.2,12.3,16.8,9.3
E01001447,Enfield 003C,Enfield,9.8,9.6,9.5,10.2,11.8,9.4
E01001448,Enfield 003D,Enfield,12,13.3,12.6,13.2,14.7,6.9
E01001449,Enfield 003E,Enfield,10.2,11.5,12.2,9.5,12.9,8.9
E01001450,Enfield 015C,Enfield,9.8,10.8,10.6,6.9,8.6,11.5
E01001451,Enfield 017A,Enfield,9.2,8,8.2,6.7,8.2,5.7
E01001452,Enfield 017B,Enfield,10.8,9.9,9.5,7.7,11.1,11.3
E01001453,Enfield 017C,Enfield,9.7,11.3,10.3,7.0,9.5,13.2
E01001454,Enfield 017D,Enfield,9,7.4,8.2,7.9,9.9,19.1
E01001455,Enfield 021F,Enfield,9.6,12.5,12.5,10.8,13.6,12.9
E01001456,Enfield 022A,Enfield,10.9,11.7,10.7,10.8,12.8,13.5
E01001457,Enfield 010A,Enfield,4.3,8.9,12.6,6.8,8.2,10.4
E01001458,Enfield 037A,Enfield,10.6,4.3,4.5,5.0,5.8,14.9
E01001459,Enfield 024A,Enfield,13.3,10.2,11.2,10.1,11.8,14.2
E01001460,Enfield 024B,Enfield,15.2,6.4,8,8.8,8.4,12.2
E01001461,Enfield 027D,Enfield,13.4,10.4,11.8,7.7,7.8,14.5
E01001462,Enfield 024C,Enfield,10.7,10.9,11.7,8.4,12.1,17.1
E01001463,Enfield 031A,Enfield,13.7,9.6,8.5,9.4,11.6,15
E01001464,Enfield 027E,Enfield,12.9,11.6,10.8,10.8,13.7,18.9
E01001465,Enfield 031B,Enfield,13.5,11.8,9.8,10.7,13.7,20.2
E01001466,Enfield 031C,Enfield,17.1,11.2,12.3,11.2,12.4,17.2
E01001467,Enfield 031D,Enfield,15.9,12.5,13.4,10.9,13.3,17.5
E01001468,Enfield 010B,Enfield,6.8,12.1,12.5,12.2,12.9,18.1
E01001469,Enfield 008A,Enfield,6.3,8.2,7.7,6.0,8.2,13.4
E01001470,Enfield 013B,Enfield,9.2,8.2,8.6,5.4,8.2,10.8
E01001471,Enfield 010C,Enfield,5.2,7.6,7.7,4.8,7.5,14.4
E01001472,Enfield 010D,Enfield,7.1,7.6,8.7,5.8,7.2,11.2
E01001473,Enfield 013C,Enfield,9.6,11.9,10.9,11.1,14.1,12.6
E01001474,Enfield 010E,Enfield,5.7,15.8,15.1,11.5,16.3,17.1
E01001475,Enfield 013D,Enfield,9.8,13.3,12,9.5,13.6,11.7
E01001476,Enfield 018A,Enfield,12.1,14.4,14.5,9.8,13.8,13.3
E01001477,Enfield 018B,Enfield,12.5,13.2,12.9,10.8,13.6,11.9
E01001478,Enfield 016B,Enfield,11.4,9.3,9.9,9.7,10.7,14.7
E01001479,Enfield 023A,Enfield,14.4,2.8,2.6,3.9,4.5,16
E01001480,Enfield 024D,Enfield,9.8,7,7.1,6.8,7.9,16.8
E01001481,Enfield 018C,Enfield,13,9.3,8,7.9,9.5,19.2
E01001482,Enfield 023B,Enfield,11.1,8.1,7.8,6.2,8.5,15.1
E01001483,Enfield 025A,Enfield,9.5,8.9,9.3,9.0,10.1,11.8
E01001484,Enfield 016C,Enfield,13.2,11.9,12.4,11.7,15,15
E01001485,Enfield 025B,Enfield,12.1,9.7,10.6,9.5,12,12.4
E01001486,Enfield 025C,Enfield,13.3,6.8,7.1,9.8,8,10.4
E01001487,Enfield 023C,Enfield,14.3,12.7,13.9,12.0,11.6,14.5
E01001488,Enfield 024E,Enfield,15.2,12.6,14.2,8.4,9.3,10.9
E01001489,Enfield 023D,Enfield,16.1,9.4,9.8,6.5,8.6,14.3
E01001491,Enfield 023E,Enfield,14.9,8.5,8.5,7.2,8.6,14.3
E01001492,Enfield 025E,Enfield,12.9,8.5,9.8,6.8,7.6,14
E01001493,Enfield 026B,Enfield,11.5,8.7,9.9,6.4,8.4,12.8
E01001494,Enfield 026C,Enfield,12.1,8.6,8.6,5.8,7.4,13.4
E01001495,Enfield 029A,Enfield,12.8,9.8,9.5,4.9,7.3,14.3
E01001496,Enfield 026D,Enfield,10.7,7.8,8.8,6.4,5.9,9.1
E01001497,Enfield 031E,Enfield,10.8,8.7,8.5,5.4,6.8,12.2
E01001498,Enfield 029B,Enfield,12.9,8.7,9.1,4.8,9.4,11.1
E01001499,Enfield 031F,Enfield,12,7.6,9,8.6,8,4
E01001500,Enfield 035D,Enfield,11.7,13.5,11.5,10.1,13.2,9.2
E01001501,Enfield 036E,Enfield,9.9,12.1,11,10.7,13.6,13.1
E01001502,Enfield 018D,Enfield,13.5,17.3,15.3,12.7,16.6,14.1
E01001503,Enfield 018E,Enfield,11.5,14.5,12,11.8,14.7,10.1
E01001504,Enfield 012B,Enfield,12.5,15.9,14.5,13.1,16.2,11.3
E01001505,Enfield 012C,Enfield,13.8,13.3,12.1,10.4,14.2,9.9
E01001506,Enfield 014B,Enfield,12.6,14.9,14,12.1,14.9,15.1
E01001507,Enfield 012D,Enfield,12,13.8,9.4,10.9,13.9,13.8
E01001508,Enfield 012E,Enfield,14.6,9.5,8.8,8.6,11.3,14.6
E01001509,Enfield 014C,Enfield,11.4,18.2,17.4,12.3,16,14
E01001510,Enfield 014D,Enfield,14.8,9.6,7.8,9.0,10.8,12.1
E01001511,Enfield 016D,Enfield,11.2,14.6,13,11.1,15,14
E01001512,Enfield 015D,Enfield,10.2,10.2,7.9,10.0,13.6,13.4
E01001513,Enfield 012F,Enfield,9.6,15.7,14.3,11.5,15.1,10.7
E01001514,Enfield 016E,Enfield,10.7,5.1,3.2,7.6,10.8,8.6
E01001515,Enfield 015E,Enfield,11.9,10.8,9.2,8.5,13.5,7.7
E01001516,Enfield 005D,Enfield,11,11.2,11,9.6,12.2,10
E01001517,Enfield 006C,Enfield,8.9,10.4,11.4,10.1,13.4,7.7
E01001518,Enfield 016F,Enfield,11.6,11.9,11.5,10.0,12.9,7.3
E01001519,Enfield 020D,Enfield,9,11.9,11.9,11.1,13.3,9.7
E01001520,Enfield 019A,Enfield,12.1,9,9.1,8.8,9.9,9.1
E01001521,Enfield 028A,Enfield,9,13.9,12.1,12.2,16.6,10.1
E01001522,Enfield 019B,Enfield,6.5,10.7,10.4,10.4,13.3,15.2
E01001523,Enfield 019C,Enfield,8,16.8,13.2,12.2,17.9,13.8
E01001524,Enfield 019D,Enfield,9.5,11.3,9.4,10.5,13.6,14.8
E01001525,Enfield 020E,Enfield,12,17,14.4,13.5,21.1,13.5
E01001526,Enfield 019E,Enfield,9.5,8.9,8.7,7.9,9.3,12.3
E01001527,Enfield 036F,Enfield,8.6,9.9,10.8,7.6,7.7,13.1
E01001528,Enfield 032B,Enfield,8.8,11.1,13.5,8.6,7.4,14.2
E01001529,Enfield 032C,Enfield,11.1,9.4,9.2,5.0,7.4,13.6
E01001530,Enfield 032D,Enfield,12.4,12.2,12,9.7,11.9,18.2
E01001531,Enfield 028B,Enfield,12.1,12.9,17.1,13.6,10.4,11.8
E01001532,Enfield 028C,Enfield,12.7,14.1,16.1,14.1,10.8,17.7
E01001533,Enfield 028D,Enfield,11.1,12.2,14.4,11.7,9.4,11.1
E01001534,Enfield 032E,Enfield,11.5,10.1,10.8,6.8,5.1,17.1
E01001535,Enfield 028E,Enfield,12.3,9.7,12.5,9.2,7.5,16.4
E01001536,Enfield 008B,Enfield,9.1,4.9,2.8,4.5,6.7,16.9
E01001537,Enfield 005E,Enfield,9.1,15,13.3,11.7,16.4,14.6
E01001538,Enfield 009A,Enfield,9.6,10.2,8.7,7.5,10.5,8.9
E01001539,Enfield 009B,Enfield,10.8,7.7,11.5,7.5,8.8,12.3
E01001540,Enfield 008C,Enfield,6.9,9.7,9,7.2,11.6,9.5
E01001541,Enfield 008D,Enfield,7.4,13.8,12.8,11.7,15.6,11.1
E01001542,Enfield 008E,Enfield,8.6,13.3,12.2,10.1,14,14.4
E01001543,Enfield 009C,Enfield,9.9,16.2,15.4,11.7,13.5,10.1
E01001544,Enfield 009D,Enfield,10.5,14.9,12.7,11.9,14.3,13.5
E01001545,Enfield 002B,Enfield,8.4,11.8,12.5,10.2,13.3,10.3
E01001546,Enfield 001C,Enfield,10.5,11.5,12,11.7,13.4,10.1
E01001547,Enfield 002C,Enfield,12.1,15,15.7,12.7,11.4,13.2
E01001548,Enfield 002D,Enfield,10.2,9.3,8.1,6.7,9.8,13.9
E01001549,Enfield 006D,Enfield,11.3,10.2,11.4,14.7,15.3,13.2
E01001550,Enfield 006E,Enfield,11,14.5,14.7,13.9,14.1,12.1
E01001551,Enfield 002E,Enfield,10.3,11.5,12,10.5,10.1,12.9
E01001552,Enfield 001D,Enfield,9.5,10.4,9.2,12.2,14.3,11.9
E01001553,Enfield 037B,Enfield,14.8,15,12.7,12.1,15.6,10.9
E01001554,Enfield 037C,Enfield,9.9,15.5,13.1,11.6,14.7,10.5
E01001555,Enfield 033C,Enfield,15.3,14.9,12.4,11.5,14.9,11.8
E01001556,Enfield 035E,Enfield,13.9,14.8,13.8,10.6,15.5,7.7
E01001557,Enfield 033D,Enfield,13.2,14.3,11.8,11.5,14.9,9.9
E01001558,Enfield 033E,Enfield,15.8,14.1,13.8,13.2,15.2,10
E01001559,Enfield 033F,Enfield,17.4,9.2,8.8,8.0,11.4,8.5
E01001560,Enfield 035F,Enfield,11.8,7.9,8.5,10.8,11.4,7.7
E01001562,Enfield 037D,Enfield,6,13.3,14.4,11.5,12.1,11.7
E01001563,Enfield 029C,Enfield,11.4,12.3,11.6,10.8,14.5,10.2
E01001564,Enfield 022B,Enfield,10.7,12.5,12.4,10.8,14.6,9.3
E01001565,Enfield 029D,Enfield,9.3,12.7,14.8,11.9,8.2,14.7
E01001566,Enfield 029E,Enfield,11.2,14.6,18.6,17.9,14.8,13.5
E01001567,Enfield 022C,Enfield,9.5,15.9,18.1,18.7,14.8,12.8
E01001568,Enfield 022D,Enfield,12.9,15.3,16.5,14.0,15.3,10.7
E01001569,Enfield 022E,Enfield,10.8,8.9,10.4,11.9,10.1,9.3
E01001570,Enfield 026E,Enfield,10.7,10.2,11.1,9.0,9,9.2
E01032574,Enfield 037E,Enfield,15.8,10.8,9.9,7.1,11.1,12.6
E01033146,Enfield 025F,Enfield,18.5,17.7,15.2,12.1,17.3,12.3
E01033148,Enfield 003F,Enfield,7.4,8.7,7.5,7.0,11.5,8.7
E01033150,Enfield 003G,Enfield,5.6,6.8,3.5,5.8,9,11
E01033151,Enfield 025G,Enfield,11,13.8,12.1,11.6,14.5,9.4
E01001571,Greenwich 008A,Greenwich,11.5,5.1,4.6,5.3,6.1,11.3
E01001572,Greenwich 008B,Greenwich,11,10.3,10.9,7.9,10,8.3
E01001573,Greenwich 008C,Greenwich,12.7,9.8,9.8,7.9,10.2,8.2
E01001574,Greenwich 008D,Greenwich,8.6,9.3,9,6.7,9.2,15.1
E01001575,Greenwich 003A,Greenwich,8.8,5,2.3,5.8,6.4,10.6
E01001576,Greenwich 003B,Greenwich,8.8,5,3.7,6.2,6.6,10.5
E01001577,Greenwich 003C,Greenwich,8.6,3.4,1.9,5.9,5.8,9.1
E01001578,Greenwich 003D,Greenwich,7.7,3.9,2.9,5.2,5.3,8.6
E01001579,Greenwich 003E,Greenwich,9.6,4.9,2.8,5.9,7.2,12.8
E01001580,Greenwich 021A,Greenwich,6.3,4.7,3,4.7,6,9.1
E01001581,Greenwich 016A,Greenwich,8.2,4.5,2.7,3.8,5.6,9.5
E01001582,Greenwich 021B,Greenwich,7,10.6,11.8,8.5,11.8,10.9
E01001583,Greenwich 021C,Greenwich,7.8,9.5,9.5,7.2,10,11.6
E01001584,Greenwich 021D,Greenwich,6.4,9,8.8,7.7,9.6,7
E01001585,Greenwich 016B,Greenwich,8.8,8.9,9.2,9.1,9.9,11.6
E01001586,Greenwich 016C,Greenwich,8,11,10.5,8.3,11.1,8.5
E01001587,Greenwich 016D,Greenwich,7.7,7.7,9.2,9.1,9.7,7.7
E01001588,Greenwich 012A,Greenwich,10,6.1,5,8.0,8.3,10.7
E01001589,Greenwich 012B,Greenwich,13.5,7,7.1,8.3,9.1,8.3
E01001590,Greenwich 014A,Greenwich,11.7,3.2,4.6,8.8,4.5,19
E01001591,Greenwich 012C,Greenwich,9.1,3.6,6.4,9.9,7.7,14.1
E01001592,Greenwich 014B,Greenwich,8.8,6.4,8.1,12.1,8.5,10.4
E01001593,Greenwich 014C,Greenwich,8.7,3.4,5.7,9.5,4.2,14
E01001594,Greenwich 014D,Greenwich,9.9,8.8,8.6,8.8,10.3,19.1
E01001595,Greenwich 012D,Greenwich,10.9,8.2,7.7,8.3,10.3,13.1
E01001596,Greenwich 032A,Greenwich,8.8,8.2,7.1,7.2,9.5,11.2
E01001597,Greenwich 031A,Greenwich,10.1,9.9,10.6,8.9,10.8,19.9
E01001598,Greenwich 031B,Greenwich,8.9,9,9.3,7.7,11.2,9.3
E01001599,Greenwich 032B,Greenwich,9.4,9.3,11.3,7.2,11.6,12.4
E01001600,Greenwich 032C,Greenwich,10,22.6,20.5,21.8,19.1,16.3
E01001601,Greenwich 032D,Greenwich,8.6,9.7,8.1,10.7,11,20.5
E01001602,Greenwich 031C,Greenwich,8.5,17.1,14.1,14.2,16.8,19.5
E01001603,Greenwich 031D,Greenwich,7,17.8,14.2,16.1,15.6,12.8
E01001604,Greenwich 027A,Greenwich,10,13.1,10.4,14.3,14.9,11.3
E01001605,Greenwich 023A,Greenwich,9.2,7.6,8.2,7.6,9.8,11.2
E01001606,Greenwich 023B,Greenwich,9.2,18,15.8,17.3,17.3,9
E01001607,Greenwich 027B,Greenwich,11.3,14.1,15.6,13.8,14.4,11.3
E01001608,Greenwich 027C,Greenwich,10,16.5,15.9,15.8,17,11.4
E01001609,Greenwich 027D,Greenwich,9.1,3.2,2.4,5.4,4.7,9.2
E01001610,Greenwich 023C,Greenwich,10.3,4.7,3.4,5.8,6.8,14.2
E01001611,Greenwich 023D,Greenwich,10.8,11,9.9,11.3,12.6,8.7
E01001613,Greenwich 028A,Greenwich,6.4,12.3,13.3,11.9,13.2,14.4
E01001614,Greenwich 028B,Greenwich,11.4,12.6,11.4,10.9,12.5,17.4
E01001615,Greenwich 028C,Greenwich,7.5,7.9,8.4,8.1,10.3,11.7
E01001617,Greenwich 028D,Greenwich,8.5,8.6,7.8,10.4,11.5,9.4
E01001618,Greenwich 030C,Greenwich,8.9,7.5,6.9,7.3,8.4,13.6
E01001619,Greenwich 030D,Greenwich,9.3,9.3,10.4,8.1,10.2,12.8
E01001620,Greenwich 025A,Greenwich,11.2,15.6,17.8,16.4,16.7,12.9
E01001621,Greenwich 025B,Greenwich,9,9.9,8.7,9.9,11.7,9.1
E01001623,Greenwich 025C,Greenwich,7.7,9.3,8.4,8.2,10.4,9.2
E01001624,Greenwich 025D,Greenwich,11.2,15.1,14.7,17.9,18.6,6.7
E01001625,Greenwich 025E,Greenwich,11.1,12.7,11.2,15.8,16.4,11.2
E01001629,Greenwich 009A,Greenwich,8,9.4,9.2,8.8,11.7,13.8
E01001631,Greenwich 007B,Greenwich,9.2,13.9,14.4,12.7,14.6,13.9
E01001632,Greenwich 007C,Greenwich,15,11.6,11.6,10.1,12.9,12.2
E01001633,Greenwich 009B,Greenwich,11.4,12.9,14.2,12.8,14.2,14.3
E01001634,Greenwich 009C,Greenwich,8.9,7.5,7.7,8.3,9.8,9.7
E01001635,Greenwich 007D,Greenwich,14.5,9.8,9.7,9.1,11.9,15.9
E01001636,Greenwich 007E,Greenwich,14.9,11.5,13.7,13.8,13.3,12.2
E01001637,Greenwich 009D,Greenwich,14.9,8.7,9.9,9.5,9.9,10.7
E01001638,Greenwich 038A,Greenwich,6.8,8.9,11.1,8.9,7.3,13.1
E01001640,Greenwich 035A,Greenwich,9.8,7.3,7.4,9.7,12.3,10.1
E01001641,Greenwich 038B,Greenwich,11.2,10.5,10.1,9.9,12.2,23.2
E01001642,Greenwich 038C,Greenwich,7.5,6,6.6,9.3,8.9,14.7
E01001644,Greenwich 038D,Greenwich,8.7,6.4,7,7.7,8.2,19.2
E01001645,Greenwich 022A,Greenwich,9,14.2,12.9,9.4,14.4,18.8
E01001646,Greenwich 019A,Greenwich,5.5,7,11.5,8.5,6.8,15.6
E01001647,Greenwich 022B,Greenwich,12.5,9.7,12,8.6,6.9,14.9
E01001648,Greenwich 022C,Greenwich,9.4,7,9,7.6,9.9,13
E01001649,Greenwich 022D,Greenwich,10.6,5.6,7.5,7.1,6,9.9
E01001650,Greenwich 019B,Greenwich,11.1,11.4,10.6,11.4,11.6,9.7
E01001651,Greenwich 019C,Greenwich,9.7,13,13.9,12.9,14.5,14.1
E01001652,Greenwich 019D,Greenwich,9.2,9.6,8.9,9.2,10.3,9.1
E01001653,Greenwich 029A,Greenwich,9,10.9,10.4,11.8,11.7,15.8
E01001654,Greenwich 029B,Greenwich,9.8,4.5,4.3,8.4,8.8,12.6
E01001655,Greenwich 029C,Greenwich,9.7,14,15,11.5,14,12.2
E01001656,Greenwich 034A,Greenwich,5.6,10.1,10.2,9.4,11.2,13.1
E01001657,Greenwich 034B,Greenwich,8.5,8.3,8.9,8.8,8.4,5.5
E01001658,Greenwich 034C,Greenwich,6.1,9.1,9.6,8.3,10.5,6.4
E01001659,Greenwich 034D,Greenwich,9.9,9.5,9.6,6.8,8.6,6
E01001660,Greenwich 029D,Greenwich,9.4,14.2,15.9,10.8,12.9,12.7
E01001661,Greenwich 029E,Greenwich,10.4,8.2,8.4,7.0,8.1,11.6
E01001662,Greenwich 037A,Greenwich,9.3,8.7,9.3,11.5,13,9.8
E01001664,Greenwich 037B,Greenwich,10.4,6,8.6,7.9,5.4,14.2
E01001665,Greenwich 037C,Greenwich,8.6,7.8,8.2,7.2,8.2,12.1
E01001666,Greenwich 036A,Greenwich,10.1,7,11.1,9.7,7,18.3
E01001667,Greenwich 036B,Greenwich,9.2,5.9,8.5,7.0,5.1,12.8
E01001668,Greenwich 036C,Greenwich,9.7,10.3,11.7,8.5,10.8,8.2
E01001669,Greenwich 033A,Greenwich,10.9,12.6,11.6,8.9,10.8,17.9
E01001671,Greenwich 033B,Greenwich,11.9,7.8,8.8,7.3,7.5,9.3
E01001672,Greenwich 006A,Greenwich,16.8,11.5,12.6,9.8,12.9,18.3
E01001673,Greenwich 006B,Greenwich,12,8.8,8.9,6.5,8.3,11.6
E01001674,Greenwich 006C,Greenwich,14.5,8.7,10.3,5.4,6.5,14.4
E01001675,Greenwich 006D,Greenwich,15,9,10,7.1,8.6,12.6
E01001676,Greenwich 033C,Greenwich,14.3,10.1,10.5,7.7,9.9,11.3
E01001677,Greenwich 006E,Greenwich,11.9,17.8,18.3,11.7,17.4,10.5
E01001678,Greenwich 017A,Greenwich,11.7,13.1,13.7,8.5,11.9,9.8
E01001679,Greenwich 020A,Greenwich,9.3,9.9,10.9,7.9,9.7,12.9
E01001680,Greenwich 020B,Greenwich,10,11.7,13.7,10.1,12.4,8.7
E01001681,Greenwich 020C,Greenwich,12.7,18.5,19.9,10.6,15.6,9.5
E01001682,Greenwich 020D,Greenwich,9.6,11,12.6,7.3,8.5,11.9
E01001683,Greenwich 017B,Greenwich,12,12.2,15.5,8.3,10.9,10.3
E01001684,Greenwich 017C,Greenwich,7.7,7.6,10.1,6.0,7.7,9.8
E01001685,Greenwich 017D,Greenwich,11.7,7.7,8.2,7.0,8,8.3
E01001686,Greenwich 020E,Greenwich,9.7,5.6,7.2,5.8,6.9,6.3
E01001687,Greenwich 002A,Greenwich,3.9,10,10.5,8.7,9.3,16.9
E01001688,Greenwich 002B,Greenwich,6.1,6.6,8.6,8.2,8.8,8.4
E01001690,Greenwich 001A,Greenwich,4.2,6.6,7.3,5.3,6.8,13.4
E01001692,Greenwich 001B,Greenwich,8.3,10.3,11.8,8.1,11.1,11.2
E01001693,Greenwich 001C,Greenwich,9.1,9.9,10.2,7.7,10.9,15.4
E01001694,Greenwich 001D,Greenwich,5.8,8.8,10.5,8.2,9.7,12
E01001695,Greenwich 011A,Greenwich,10.7,12,12.9,8.5,11.5,16.3
E01001696,Greenwich 011B,Greenwich,9.3,12.5,12.5,9.0,12.8,13.3
E01001697,Greenwich 011C,Greenwich,12.4,9.1,11.1,7.9,9.1,14.9
E01001698,Greenwich 015A,Greenwich,8.9,7.6,9,8.1,9.3,16.3
E01001699,Greenwich 015B,Greenwich,7.7,8.4,10.1,7.7,10.9,10.8
E01001700,Greenwich 011D,Greenwich,16.6,9.8,10.8,8.6,9.6,11.1
E01001701,Greenwich 015C,Greenwich,7,9.5,9.5,7.3,7.9,11.4
E01001702,Greenwich 015D,Greenwich,8,10.6,13.2,9.4,12.2,8.4
E01001703,Greenwich 011E,Greenwich,10.5,7.3,9.3,7.7,8.6,18
E01001704,Greenwich 011F,Greenwich,11.8,8.3,8.8,6.6,7.3,14.4
E01001705,Greenwich 005A,Greenwich,8.8,10,10.4,6.5,8.8,10.9
E01001706,Greenwich 005B,Greenwich,7.3,7.6,8.7,6.7,8.7,8.7
E01001708,Greenwich 005C,Greenwich,9,8.3,9.4,6.5,7,10.6
E01001709,Greenwich 004B,Greenwich,9.1,11.5,10.4,10.4,12.7,10.9
E01001710,Greenwich 005D,Greenwich,10.4,8.4,9.7,9.3,9.4,10.7
E01001711,Greenwich 004C,Greenwich,5.8,12.3,12.6,12.0,12.6,11.5
E01001712,Greenwich 004D,Greenwich,9.8,10.9,10.1,10.3,12.6,9.2
E01001713,Greenwich 005E,Greenwich,10.6,6.6,7.9,6.4,7.5,7.7
E01032567,Greenwich 033D,Greenwich,10,6.3,7.5,6.0,7.1,11.7
E01033726,Greenwich 034E,Greenwich,10.6,5.4,5.6,6.2,6.7,12.5
E01033727,Greenwich 035B,Greenwich,7.4,12.1,10.4,8.0,11.4,10.4
E01033728,Greenwich 035C,Greenwich,3.3,12.7,12.7,10.0,13.4,9.5
E01033729,Greenwich 030E,Greenwich,9,8.4,9.2,8.2,10.3,8.8
E01033730,Greenwich 035D,Greenwich,12.2,7.5,7.1,6.8,8.9,11.8
E01033731,Greenwich 004E,Greenwich,15.9,2.7,4,5.0,3.2,10.2
E01033732,Greenwich 036D,Greenwich,3.6,2.4,3,12.0,6.2,13.3
E01033733,Greenwich 036E,Greenwich,2.9,11.9,12.2,17.0,15.3,9.2
E01033734,Greenwich 004F,Greenwich,13,9.3,10.2,8.9,11.9,11.2
E01033735,Greenwich 004G,Greenwich,15.1,7.8,10.6,10.5,9.5,11.4
E01033736,Greenwich 004H,Greenwich,10.4,2.5,4.4,5.0,2.6,8.5
E01033737,Greenwich 004I,Greenwich,10.1,2.7,4.5,5.6,2.6,16.2
E01033738,Greenwich 037D,Greenwich,11,10.6,13.9,13.4,9.2,11.3
E01033739,Greenwich 002E,Greenwich,6.5,11.3,12.8,14.0,10.2,9.7
E01033740,Greenwich 002F,Greenwich,4.8,8.3,10.1,10.1,8.3,10.9
E01033741,Greenwich 002G,Greenwich,5.5,15.4,19.8,18.3,14.6,11.7
E01033742,Greenwich 007F,Greenwich,4.4,9,9.8,10.8,12,11
E01033743,Greenwich 002H,Greenwich,4.9,12,15.2,9.7,8.5,12.8
E01033744,Greenwich 007G,Greenwich,5,7.9,11.7,7.9,5.4,11.7
E01033745,Greenwich 002I,Greenwich,3.9,7.2,9.8,13.8,9.1,10.3
E01033746,Greenwich 038E,Greenwich,9.4,11.6,15.6,10.7,8.1,12.3
E01001714,Hackney 002A,Hackney,7.7,21.8,19.4,17.7,21.1,13.7
E01001715,Hackney 007A,Hackney,8.4,15.6,17.6,12.0,13.7,18.4
E01001716,Hackney 007B,Hackney,6,14.5,15.8,11.0,13.4,10.9
E01001717,Hackney 007C,Hackney,3.7,8.2,8.3,7.5,13.3,11.6
E01001718,Hackney 007D,Hackney,12.7,12.5,15.1,11.2,15.3,10.5
E01001719,Hackney 007E,Hackney,7,7.9,8.8,8.2,10,7.4
E01001720,Hackney 007F,Hackney,10,7.9,8.9,7.6,10.7,9.5
E01001722,Hackney 029A,Hackney,10.1,10.5,10.8,9.6,13.5,8.3
E01001723,Hackney 006A,Hackney,14.8,9.5,9.7,9.0,11.8,8.2
E01001724,Hackney 006B,Hackney,12.3,11.9,15.6,11.5,12.4,10
E01001725,Hackney 004A,Hackney,13.7,11.2,13.7,9.8,11.3,8.2
E01001726,Hackney 004B,Hackney,10.9,11.2,12.9,8.9,11.9,9.1
E01001727,Hackney 006C,Hackney,15.8,12,13.1,11.6,12.3,11.9
E01001728,Hackney 029B,Hackney,16.3,9.9,12.1,9.6,10.6,6.1
E01001729,Hackney 019A,Hackney,11.1,12.1,12.8,9.8,11.2,12
E01001730,Hackney 019B,Hackney,8.9,9.1,9.4,8.2,12.1,11.6
